ID,product,rate,village,date,farmer,buyerName,marketPrice,volume
1684,Cashewnut,130,Utla,NA,Lyzet Martinez,CRUSH Organic Produce,129,15
1685,Cashewnut,127,Kakavada,NA,Leandre Trujillo,ATTRACT Farm,120,106
1686,Cashewnut,127,Kakavada,NA,Hasnaa el-Halaby,ATTRACT Farm,120,88.5
1687,Cashewnut,127,Kakavada,NA,Christina Martinez,ATTRACT Farm,120,27.5
1688,Cashewnut,127,Kakavada,NA,Allison Doolittle,ATTRACT Farm,120,33
1689,Cashewnut,127,Kakavada,NA,Tuyen Aalexis Nguyen,ATTRACT Farm,120,11.5
1690,Cashewnut,127,Kakavada,NA,Kevin Schmitz,ATTRACT Farm,120,23
1691,Cashewnut,127,Kakavada,NA,Adam Nguyen,ATTRACT Farm,120,22
1692,Cashewnut,127,Kakavada,NA,Quynh Yang,ATTRACT Farm,120,13
1693,Cashewnut,127,Kakavada,NA,Tiana Hourihan,ATTRACT Farm,120,10
1694,Cashewnut,127,Kakavada,NA,Aseel el-Baluch,ATTRACT Farm,120,9
1695,Cashewnut,127,Kakavada,NA,Jowan Langridge,ATTRACT Farm,120,32
1696,Cashewnut,127,Kakavada,NA,Zengda Egan,ATTRACT Farm,120,65
1697,Cashewnut,127,Kakavada,NA,Myles Coleman,ATTRACT Farm,120,65
1698,Cashewnut,127,Kakavada,NA,Ellaura Deweese,ATTRACT Farm,120,60
1699,Cashewnut,127,Kakavada,NA,Michaela Hansen,ATTRACT Farm,120,60
1700,Cashewnut,127,Kakavada,NA,Joseph Le,ATTRACT Farm,120,1.5
1701,Cashewnut,125,Chelakaveedhi,NA,Equira Majors,ATTRACT Farm,120,154
1702,Cashewnut,125,Chelakaveedhi,NA,Khampane Caccamise,ATTRACT Farm,120,160
1703,Cashewnut,125,Chelakaveedhi,NA,Richard Matheson,ATTRACT Farm,120,166
1704,Cashewnut,125,Chelakaveedhi,NA,Rayyana el-Salih,ATTRACT Farm,120,218
1705,Cashewnut,125,Chelakaveedhi,NA,Kevin Heckman,ATTRACT Farm,120,220
1706,Cashewnut,125,Chelakaveedhi,NA,Lisbeth Portillo G,ATTRACT Farm,120,219.5
1707,Cashewnut,125,Chelakaveedhi,NA,Wyatt Tarango Sandoval,ATTRACT Farm,120,174
1708,Cashewnut,125,Chelakaveedhi,NA,Paul Herrera,ATTRACT Farm,120,170
1709,Cashewnut,125,Chelakaveedhi,NA,Jose Valenzuela,ATTRACT Farm,120,176
1710,Cashewnut,125,Chelakaveedhi,NA,Desmond Harper,ATTRACT Farm,120,240
1711,Cashewnut,125,Chelakaveedhi,NA,Sabrina Sanderson,ATTRACT Farm,120,134
1712,Cashewnut,125,Chelakaveedhi,NA,Mariah Jackson,ATTRACT Farm,120,130
1713,Cashewnut,125,Chelakaveedhi,NA,Yataia Davis,ATTRACT Farm,120,136
1714,Cashewnut,125,Chelakaveedhi,NA,Tobenna Pride,ATTRACT Farm,120,170
1715,Cashewnut,125,Chelakaveedhi,NA,Glenn Frick,ATTRACT Farm,120,165
1716,Cashewnut,125,Chelakaveedhi,NA,Jordan Bolt,ATTRACT Farm,120,165
1717,Cashewnut,145,Regulapadu,NA,Kensue Pham,CHEAT Nursery,143,6
1719,Cashewnut,145,Anigeru,NA,Maritza Brown,FINALIZE Nursery,143,53.26
1720,Cashewnut,145,Vangalamadugu,NA,Tiara Sweeney Jr,CRUSH Organic Produce,143,320
1721,Cashewnut,145,Vangalamadugu,NA,Aasiya al-Ibrahim,CRUSH Organic Produce,143,321.25
1722,Cashewnut,122,CHINNAGARLAPADU,2018-06-27,Lissandra Stickney,INTERACT Farm,120,34.5
1723,Cashewnut,122,CHINNAGARLAPADU,2018-06-27,Ghazaala el-Farid,INTERACT Farm,120,23
1724,Cashewnut,122,CHINNAGARLAPADU,2018-06-27,Derek Warren,INTERACT Farm,120,72.5
1725,Cashewnut,122,CHINNAGARLAPADU,2018-06-27,Dominic Mcgowan,INTERACT Farm,120,30.5
1726,Cashewnut,122,CHINNAGARLAPADU,2018-06-27,Maihao Kubit,INTERACT Farm,120,11
1727,Cashewnut,122,CHINNAGARLAPADU,NA,Javier Sandoval,INTERACT Farm,120,10
1728,Cashewnut,122,CHINNAGARLAPADU,NA,Vy Yu,INTERACT Farm,120,229
1729,Cashewnut,122,Cheedipalem,2018-06-27,Avona Begay,DEFINE Farm,120,80
1730,Cashewnut,122,Cheedipalem,2018-06-27,Darian Moreland,DEFINE Farm,120,56
1731,Cashewnut,122,Cheedipalem,2018-06-27,Mikayla Galvan,DEFINE Farm,120,107
1732,Cashewnut,122,Cheedipalem,2018-06-27,Amanda Watson,DEFINE Farm,120,136
1733,Cashewnut,122,Cheedipalem,2018-06-27,Selina Martinez,DEFINE Farm,120,68.5
1734,Cashewnut,122,Cheedipalem,2018-06-27,Nakheel al-Wahab,DEFINE Farm,120,78.5
1735,Cashewnut,122,Cheedipalem,NA,Adrian Flores,DEFINE Farm,120,45
1736,Cashewnut,122,Cheedipalem,NA,Kyanna Oates,DEFINE Farm,120,151
1737,Cashewnut,122,Cheedipalem,NA,Madison Lovenburg,DEFINE Farm,120,70.5
1738,Cashewnut,122,Cheedipalem,NA,Doan Nguyen,DEFINE Farm,120,78
1739,Cashewnut,130,Mohanapuram,2018-06-27,Jeremy Munoz Quinones,SYSTEMATIZE Nursery,128,107
1740,Cashewnut,130,Mohanapuram,NA,Summer Johnson,SYSTEMATIZE Nursery,128,109
1741,Cashewnut,130,Mohanapuram,NA,Kayla Miner,SYSTEMATIZE Nursery,128,109
1742,Cashewnut,130,Mohanapuram,NA,Ryan Eckhart,SYSTEMATIZE Nursery,128,154
1743,Cashewnut,130,Mohanapuram,NA,Aabid al-Assaf,SYSTEMATIZE Nursery,128,58
1744,Cashewnut,130,Mohanapuram,NA,Trevor Brauher,SYSTEMATIZE Nursery,128,103
1745,Cashewnut,126,Barrimamidi,2018-06-27,Abood el-Salaam,KEEP Nursery,125,32
1746,Cashewnut,126,Barrimamidi,2018-06-27,Nicholas Baker,KEEP Nursery,125,11
1748,Cashewnut,126,Barrimamidi,NA,Juhaina al-Radwan,KEEP Nursery,125,28
1749,Cashewnut,126,Perukonda,NA,Alexander Douglas,KEEP Nursery,125,7
1750,Cashewnut,126,Barrimamidi,NA,Caylen Anderson,KEEP Nursery,125,8
1751,Cashewnut,126,Barrimamidi,NA,Duncan Benson,KEEP Nursery,125,195
1752,Cashewnut,126,Barrimamidi,NA,Jasmine Anderson,KEEP Nursery,125,14.5
1753,Cashewnut,126,Barrimamidi,NA,Megan Cuizon,KEEP Nursery,125,27.5
1754,Cashewnut,126,Barrimamidi,NA,Jordan Mosqueda,KEEP Nursery,125,49
1755,Cashewnut,126,Barrimamidi,NA,Fernando Bautista,KEEP Nursery,125,14
1756,Cashewnut,126,Barrimamidi,NA,Ryan Oblack,KEEP Nursery,125,36
1757,Cashewnut,126,Barrimamidi,NA,Aylin Ramirez,KEEP Nursery,125,21
1758,Cashewnut,126,Barrimamidi,NA,Byron Lee,KEEP Nursery,125,6
1759,Cashewnut,121,E. Ramavaram,2018-06-27,Mariah Garcia Herrera,HURTLE Nursery,120,8
1760,Cashewnut,121,E. Ramavaram,2018-06-27,Jessica Salansky,HURTLE Nursery,120,147.5
1761,Cashewnut,121,E. Ramavaram,2018-06-27,Gabriel Lucero,HURTLE Nursery,120,9
1762,Cashewnut,121,E. Ramavaram,2018-06-27,Crystal Provencio,HURTLE Nursery,120,14
1763,Cashewnut,121,E. Ramavaram,2018-06-27,Phillip Nguyen,HURTLE Nursery,120,20.5
1764,Cashewnut,121,E. Ramavaram,2018-06-27,Richard Nguyen,HURTLE Nursery,120,9
1765,Cashewnut,121,E. Ramavaram,2018-06-27,Bria Thompson,HURTLE Nursery,120,19
1766,Cashewnut,121,E. Ramavaram,2018-06-27,Jennifer Esquivel,HURTLE Nursery,115,13
1767,Cashewnut,121,E. Ramavaram,NA,Breanna Nemitz,HURTLE Nursery,120,12
1768,Cashewnut,121,E. Ramavaram,NA,Tyrell Keller,HURTLE Nursery,120,22.5
1769,Cashewnut,121,E. Ramavaram,NA,Kevin Debenedictis,HURTLE Nursery,120,28
1770,Cashewnut,121,E. Ramavaram,NA,Ayala Masters,HURTLE Nursery,120,11.5
1771,Cashewnut,121,E. Ramavaram,NA,Irvin Jimenez Avila,HURTLE Nursery,120,12.5
1772,Cashewnut,121,E. Ramavaram,NA,Eddie Mitchell,HURTLE Nursery,120,35.5
1773,Cashewnut,121,E. Ramavaram,NA,Christy Kiger,HURTLE Nursery,120,30.5
1774,Cashewnut,121,E. Ramavaram,NA,Molly Carver,HURTLE Nursery,120,7
1775,Cashewnut,121,E. Ramavaram,NA,Devin Estrada,HURTLE Nursery,120,9.5
1776,Cashewnut,120,Nadivedhi,2018-06-27,Aatif el-Mostafa,PERMIT Farm,115,41
1777,Cashewnut,120,Nadivedhi,2018-06-27,Emilio Wright,PERMIT Farm,115,56.5
1778,Cashewnut,120,Nadivedhi,2018-06-27,Sean Rockwell,PERMIT Farm,115,20.5
1779,Cashewnut,120,Nadivedhi,2018-06-27,Derek Holladay,PERMIT Farm,115,24
1780,Cashewnut,120,Nadivedhi,2018-06-27,Lael Benavidez,PERMIT Farm,115,36
1781,Cashewnut,120,Nadivedhi,2018-06-27,Sean Rockwell,PERMIT Farm,115,7
1782,Cashewnut,120,Nadivedhi,2018-06-27,Kiera Friedman,PERMIT Farm,115,61.5
1783,Cashewnut,120,Nadivedhi,2018-06-27,Siddeeqi el-Abdul,PERMIT Farm,115,18.5
1785,Cashewnut,120,Nadivedhi,2018-06-27,Dontae Matthews,PERMIT Farm,115,6.5
1786,Cashewnut,120,Nadivedhi,2018-06-27,Regina Narang,PERMIT Farm,115,3
1787,Cashewnut,120,Nadivedhi,2018-06-27,Claudia Kim,PERMIT Farm,115,1
1788,Cashewnut,120,Nadivedhi,2018-06-27,Greyson Solak,PERMIT Farm,115,4.5
1789,Cashewnut,122,Peddagarla padu,2018-06-27,Waheeda al-Abid,INTERACT Farm,120,101.5
1790,Cashewnut,122,Peddagarla padu,2018-06-27,Andreanna Sheveland,INTERACT Farm,120,14
1791,Cashewnut,122,Peddagarla padu,2018-06-27,Schuyler Goodell,INTERACT Farm,120,6
1792,Cashewnut,122,Peddagarla padu,2018-06-27,Karina Medrano Contreras,INTERACT Farm,120,225
1793,Cashewnut,122,Peddagarla padu,2018-06-27,Nu'maan al-Iqbal,INTERACT Farm,120,60
1794,Cashewnut,122,Peddagarla padu,2018-06-27,Nicole Yazzie,INTERACT Farm,120,38.5
1795,Cashewnut,122,Peddagarla padu,2018-06-27,Benjamin Wahl,INTERACT Farm,120,14
1796,Cashewnut,122,Peddagarla padu,2018-06-27,Angelica Trujillo,INTERACT Farm,120,6.5
1797,Cashewnut,122,Peddagarla padu,NA,Fransiscus Bock,INTERACT Farm,120,13
1798,Cashewnut,122,Peddagarla padu,NA,Kamron Reid,INTERACT Farm,120,20
1799,Cashewnut,122,Peddagarla padu,NA,Dominic Revello,INTERACT Farm,120,130
1800,Cashewnut,122,Peddagarla padu,NA,Heather Wright,INTERACT Farm,120,39
1801,Cashewnut,122,Peddagarla padu,NA,Michaela Ashtakala,INTERACT Farm,120,116
1802,Cashewnut,122,Peddagarla padu,NA,Kassana Penny,INTERACT Farm,120,6
1803,Cashewnut,122,Peddagarla padu,NA,Abdul Quddoos el-Uddin,INTERACT Farm,120,101
1804,Cashewnut,122,Peddagarla padu,NA,Elena Exum,INTERACT Farm,120,49
1805,Cashewnut,122,Peddagarla padu,NA,Nabeel al-Sabir,INTERACT Farm,120,112.5
1806,Cashewnut,122,Peddagarla padu,NA,Antonia Mayfield,INTERACT Farm,120,73
1807,Cashewnut,126,Amudalabanda,2018-06-27,Ashley Herring,ATTRACT Farm,123,240
1808,Cashewnut,126,Amudalabanda,NA,Danielle Hartmann,ATTRACT Farm,123,200
1809,Cashewnut,126,Amudalabanda,NA,Paul Hamlin,ATTRACT Farm,123,235
1810,Cashewnut,126,Amudalabanda,NA,Jamie Quiterio-Astudillo,ATTRACT Farm,123,176
1811,Cashewnut,126,Amudalabanda,NA,Saamyya el-Imam,ATTRACT Farm,123,167
1812,Cashewnut,126,Amudalabanda,NA,Kyle Spencer,ATTRACT Farm,123,50
1813,Cashewnut,126,Amudalabanda,NA,Joan Nguyen,ATTRACT Farm,123,1.5
1814,Cashewnut,126,Amudalabanda,NA,Edwin Betancourt,ATTRACT Farm,123,146
1815,Cashewnut,126,Amudalabanda,NA,Faarooq el-Shabazz,ATTRACT Farm,123,20.5
1816,Cashewnut,128,Cheedipalem,2018-06-28,Dominika Molina,ATTRACT Farm,124,32
1817,Cashewnut,128,Cheedipalem,2018-06-28,Nicholas Banks,ATTRACT Farm,124,159
1818,Cashewnut,128,Cheedipalem,2018-06-28,Dylan Quackenbush,ATTRACT Farm,124,34
1819,Cashewnut,128,Cheedipalem,2018-06-28,Donavan Dye,ATTRACT Farm,124,348
1820,Cashewnut,128,Cheedipalem,2018-06-28,Renee Perez Martinez,ATTRACT Farm,124,72
1821,Cashewnut,128,Cheedipalem,2018-06-28,Ashley Dzerekey,ATTRACT Farm,124,140
1822,Cashewnut,128,Cheedipalem,2018-06-28,Dante Teague,ATTRACT Farm,124,135
1823,Cashewnut,128,Cheedipalem,NA,Kyle Kwon,ATTRACT Farm,124,173
1824,Cashewnut,128,Cheedipalem,NA,Gage Tovar-Jimenez,ATTRACT Farm,124,188
1825,Cashewnut,128,Cheedipalem,NA,Cheyenne Hilverding,ATTRACT Farm,124,174
1826,Cashewnut,128,Cheedipalem,NA,Asghar el-Hosein,ATTRACT Farm,124,160
1827,Cashewnut,128,Cheedipalem,NA,Sadie Bustamante,ATTRACT Farm,124,36
1828,Cashewnut,128,Cheedipalem,NA,Edgar Torrez,ATTRACT Farm,124,144
1829,Cashewnut,128,Cheedipalem,NA,Monica Perea,ATTRACT Farm,124,35
1830,Cashewnut,125,Barrimamidi,2018-06-28,Aabdeen al-Tabet,ATTRACT Farm,120,30.5
1831,Cashewnut,125,Barrimamidi,2018-06-28,Duncan Benson,ATTRACT Farm,120,45
1832,Cashewnut,125,Barrimamidi,2018-06-28,Faalih el-Hasan,ATTRACT Farm,120,13
1833,Cashewnut,125,Barrimamidi,2018-06-28,Adam Prentice,ATTRACT Farm,120,36
1834,Cashewnut,125,Barrimamidi,2018-06-28,Roberto Aguilar,ATTRACT Farm,120,13.5
1835,Cashewnut,125,Barrimamidi,2018-06-28,Iffat al-Azimi,ATTRACT Farm,120,19.5
1836,Cashewnut,125,Barrimamidi,2018-06-28,Vincent Babcock,ATTRACT Farm,120,8
1837,Cashewnut,125,Barrimamidi,2018-06-28,Joshua Pierce,ATTRACT Farm,120,10
1838,Cashewnut,125,Barrimamidi,2018-06-28,Sabrina Vandriel,ATTRACT Farm,120,7
1839,Cashewnut,125,Barrimamidi,2018-06-28,Wafaaa el-Kazi,ATTRACT Farm,120,5
1840,Cashewnut,125,Barrimamidi,2018-06-28,Joseph Rodriguez,ATTRACT Farm,120,17
1841,Cashewnut,125,Barrimamidi,2018-06-28,Douglas Schreter,ATTRACT Farm,120,17
1842,Cashewnut,125,Barrimamidi,2018-06-28,Alycia Cordova,ATTRACT Farm,120,90.5
1843,Cashewnut,125,Barrimamidi,NA,Tabatha Lasota,ATTRACT Farm,120,16.5
1844,Cashewnut,125,Barrimamidi,NA,Antonio Charles,ATTRACT Farm,120,145.5
1845,Cashewnut,125,Barrimamidi,NA,Regal Madrid,ATTRACT Farm,120,23
1846,Cashewnut,125,Barrimamidi,NA,Tharwa al-Salman,ATTRACT Farm,120,2.5
1847,Cashewnut,125,Barrimamidi,NA,Youjin Stebbins,ATTRACT Farm,120,29
1848,Cashewnut,125,Barrimamidi,NA,Michael Lee,ATTRACT Farm,120,29
1849,Cashewnut,125,Patharamavaram,2018-06-28,Najeem al-Din,ATTRACT Farm,120,190
1850,Cashewnut,125,Patharamavaram,2018-06-28,Jasmine Sanford,ATTRACT Farm,120,302
1851,Cashewnut,125,Patharamavaram,2018-06-28,Brittany Mazique,ATTRACT Farm,120,439
1852,Cashewnut,125,Patharamavaram,2018-06-28,Kamaaluddeen al-Raad,ATTRACT Farm,120,399
1853,Cashewnut,125,Patharamavaram,2018-06-28,Chad Mitchell,ATTRACT Farm,120,242
1854,Cashewnut,125,Patharamavaram,2018-06-28,Tommy Randall,ATTRACT Farm,120,200
1855,Cashewnut,125,Patharamavaram,2018-06-28,Marvin Gordon,ATTRACT Farm,120,100
1856,Cashewnut,125,Patharamavaram,2018-06-28,Brenden Miles,ATTRACT Farm,120,272
1857,Cashewnut,125,Patharamavaram,2018-06-28,Jessica Pierson,ATTRACT Farm,120,85
1860,Cashewnut,125,Patharamavaram,NA,Chris Jauch,ATTRACT Farm,120,198
1864,Cashewnut,125,Patharamavaram,NA,Tuan Tann,ATTRACT Farm,120,49.5
1865,Cashewnut,125,Patharamavaram,2018-06-28,Asien Manchego,ATTRACT Farm,120,135
1866,Cashewnut,125,Patharamavaram,2018-06-28,K'Lei Dowd,ATTRACT Farm,120,619
1867,Cashewnut,125,Patharamavaram,2018-06-28,Robert Nyquist,ATTRACT Farm,120,102
1868,Cashewnut,125,Patharamavaram,2018-06-28,Kelsie Gardner,ATTRACT Farm,120,80
1869,Cashewnut,125,Patharamavaram,2018-06-28,Annnees al-Saad,ATTRACT Farm,120,34
1870,Cashewnut,124,Goragommi,NA,Danielle Gentry,ATTRACT Farm,120,216
1871,Cashewnut,124,Goragommi,NA,Tanner Lawrence,ATTRACT Farm,120,182
1872,Cashewnut,124,Goragommi,NA,James-Michael Riggs,AGREE Farm,120,302
1873,Cashewnut,124,Goragommi,NA,Miranda Rauda-Chavez,AGREE Farm,120,316
1874,Cashewnut,124,Goragommi,NA,Gabriel Hernandez,AGREE Farm,120,281
1875,Cashewnut,124,Goragommi,NA,Jareer al-Salah,AGREE Farm,120,211
1876,Cashewnut,124,Goragommi,NA, Huda el-Demian,ATTRACT Farm,120,202
1877,Cashewnut,125,Yetipalli,2018-06-28,Damara Bing-Turner,ATTRACT Farm,120,218
1878,Cashewnut,125,Yetipalli,2018-06-28,Zameel al-Jamail,ATTRACT Farm,120,90
1879,Cashewnut,125,Yetipalli,2018-06-28,Saafiyya al-Shahid,ATTRACT Farm,120,260
1880,Cashewnut,125,Yetipalli,2018-06-28,Patrick Moon,ATTRACT Farm,120,332
1881,Cashewnut,125,Yetipalli,2018-06-28,Sameera al-Ben,ATTRACT Farm,120,128
1882,Cashewnut,125,Yetipalli,2018-06-28,Samantha Juarez Alaniz,ATTRACT Farm,120,156
1883,Cashewnut,125,Yetipalli,2018-06-28,Jessica Andersen,ATTRACT Farm,120,193
1884,Cashewnut,125,Yetipalli,2018-06-28,Jyhanai Robison,ATTRACT Farm,120,92
1885,Cashewnut,125,Yetipalli,2018-06-28,Dennis Thao,ATTRACT Farm,120,191
1886,Cashewnut,125,Yetipalli,2018-06-28,Mary Knight,ATTRACT Farm,120,35
1887,Cashewnut,125,Yetipalli,2018-06-28,Joseph Torres,ATTRACT Farm,120,38
1888,Cashewnut,125,Yetipalli,2018-06-28,Sarah Pruet,ATTRACT Farm,120,70
1889,Cashewnut,125,Yetipalli,2018-06-28,Kaitlin Duk,ATTRACT Farm,120,138
1890,Cashewnut,125,Yetipalli,NA,Marisol Myer,ATTRACT Farm,120,172
1891,Cashewnut,125,Yetipalli,NA,La'Shay Madere,ATTRACT Farm,120,72
1892,Cashewnut,123,Peddagarla padu,2018-06-28,Andreanna Sheveland,ATTRACT Farm,120,10
1893,Cashewnut,123,Peddagarla padu,2018-06-28,Nu'maan al-Iqbal,ATTRACT Farm,120,65.5
1894,Cashewnut,123,Peddagarla padu,2018-06-28,Waheeda al-Abid,ATTRACT Farm,120,7
1895,Cashewnut,123,Peddagarla padu,NA,Heather Kunzman,ATTRACT Farm,120,6
1896,Cashewnut,123,Peddagarla padu,NA,Nawwaara al-Hannan,ATTRACT Farm,120,66.5
1897,Cashewnut,123,CHINNAGARLAPADU,2018-06-28,Kaitlyn Chang,ATTRACT Farm,120,29.5
1898,Cashewnut,123,CHINNAGARLAPADU,2018-06-28,Derek Warren,ATTRACT Farm,120,70
1899,Cashewnut,123,CHINNAGARLAPADU,2018-06-28,Lissandra Stickney,ATTRACT Farm,120,11
1900,Cashewnut,123,CHINNAGARLAPADU,2018-06-28,Michael Andrade Hernandes,ATTRACT Farm,120,14
1901,Cashewnut,123,CHINNAGARLAPADU,2018-06-28,Farieha Le,ATTRACT Farm,120,5
1902,Cashewnut,123,CHINNAGARLAPADU,NA,Faseeha al-Javid,ATTRACT Farm,120,16
1903,Cashewnut,123,CHINNAGARLAPADU,NA,Jeremy Watson,ATTRACT Farm,120,17.5
1904,Cashewnut,123,CHINNAGARLAPADU,NA,Rodney Stewart,ATTRACT Farm,120,5.5
1905,Cashewnut,123,CHINNAGARLAPADU,NA,Jacqueline Abraas,ATTRACT Farm,120,6
1906,Cashewnut,123,Goragommi,2018-06-28,Taylor Lowenstein,ATTRACT Farm,120,112.5
1907,Cashewnut,123,Goragommi,2018-06-28,Jonathan Downey,ATTRACT Farm,120,166.5
1908,Cashewnut,124,Gangavaram,NA,Rutaiba el-Matar,ATTRACT Farm,120,99.5
1909,Cashewnut,124,Gangavaram,NA,Darian Weeks,ATTRACT Farm,120,59.5
1910,Cashewnut,124,Gangavaram,NA,James Cea,ATTRACT Farm,120,116
1911,Cashewnut,124,Gangavaram,NA,Nicholas Manzanares,ATTRACT Farm,120,193
1912,Cashewnut,124,Gangavaram,NA,Dylan Randolph,ATTRACT Farm,120,14.5
1913,Cashewnut,124,Gangavaram,NA,Isaiah Turner,ATTRACT Farm,120,150.5
1914,Cashewnut,124,Gangavaram,NA,Taseania Clayton,ATTRACT Farm,120,3
1915,Cashewnut,124,Gangavaram,NA,Alondra Deluna Reyes,ATTRACT Farm,120,2.5
1916,Cashewnut,124,Goragommi,2018-06-28,Brandon Valencia,ATTRACT Farm,120,31
1917,Cashewnut,124,Goragommi,2018-06-28,Ariana Kawata,ATTRACT Farm,120,164.5
1918,Cashewnut,124,Goragommi,2018-06-28,Babalu Sinath,ATTRACT Farm,120,142
1919,Cashewnut,124,Goragommi,2018-06-28,Joshua Karns,ATTRACT Farm,120,93
1920,Cashewnut,124,Goragommi,2018-06-28,Shyla Lowe,ATTRACT Farm,120,303
1921,Cashewnut,124,Goragommi,NA,Delray Hight,ATTRACT Farm,120,281
1922,Cashewnut,124,Goragommi,NA,Ryan Jones,ATTRACT Farm,120,25.5
1923,Cashewnut,124,Goragommi,NA,Trevor Davila,ATTRACT Farm,120,10.5
1924,Cashewnut,124,Zaderu,NA,Carina Nguyen,ATTRACT Farm,120,483
1925,Cashewnut,124,Zaderu,NA,Liam Ishizuki,ATTRACT Farm,120,40
1926,Cashewnut,115,Amudalabanda,2018-06-28,Suhaila al-Laham,OWN Farm,112,50
1927,Cashewnut,115,Amudalabanda,2018-06-28,Lindsay Fung-A-Fat,ATTRACT Farm,112,70
1928,Cashewnut,115,Amudalabanda,NA,Quraish al-Salame,ATTRACT Farm,112,40
1929,Cashewnut,115,Amudalabanda,NA,Ghaaliba el-Irani,ATTRACT Farm,112,30
1930,Cashewnut,115,Amudalabanda,NA,Kyle Sterling,ATTRACT Farm,112,32
1931,Cashewnut,115,Amudalabanda,NA,Jocelin Ruth,ATTRACT Farm,112,48
1932,Cashewnut,115,Amudalabanda,NA,Lemlem Lohr,ATTRACT Farm,112,58
1933,Cashewnut,115,Amudalabanda,NA,Zachery Moon,ATTRACT Farm,112,80
1934,Cashewnut,115,Amudalabanda,NA,Naasif el-Moghaddam,ATTRACT Farm,112,50
1935,Cashewnut,124,Gangavaram,NA,Ramza el-Lodi,ATTRACT Farm,120,172.5
1936,Cashewnut,124,Gangavaram,NA,Anai Garcia,ATTRACT Farm,120,57.5
1937,Cashewnut,124,Gangavaram,NA,Hannah Costa,ATTRACT Farm,120,394
1938,Cashewnut,124,Gangavaram,NA,Wayne Gessing,ATTRACT Farm,120,263.5
1939,Cashewnut,124,Gangavaram,NA,Kirstin Barnes,ATTRACT Farm,120,469.5
1940,Cashewnut,124,Gangavaram,NA,Kyle Hochanadel,ATTRACT Farm,120,299.5
1941,Cashewnut,124,Gangavaram,NA,Cody Basurto,ATTRACT Farm,120,39
1942,Cashewnut,124,Gangavaram,NA,Luis Chavez-Rivera,ATTRACT Farm,120,1.5
1943,Cashewnut,136,Peddagarla padu,2018-06-28,Andreanna Sheveland,ATTRACT Farm,130,9
1944,Cashewnut,136,Peddagarla padu,2018-06-28,Nu'maan al-Iqbal,ATTRACT Farm,130,99.5
1945,Cashewnut,136,Peddagarla padu,2018-06-28,Courtney Moore,ATTRACT Farm,130,35
1946,Cashewnut,136,Peddagarla padu,2018-06-28,Tiffany Lumsden,ATTRACT Farm,130,5
1947,Cashewnut,136,Peddagarla padu,2018-06-28,Adele Thurston,ATTRACT Farm,130,43
1948,Cashewnut,136,Peddagarla padu,2018-06-28,Maa'iz el-Hosseini,ATTRACT Farm,130,33.5
1949,Cashewnut,136,Peddagarla padu,2018-06-28,Angelica Trujillo,ATTRACT Farm,130,51.5
1950,Cashewnut,136,Peddagarla padu,2018-06-28,Devante Hicks,ATTRACT Farm,130,11.5
1951,Cashewnut,136,Peddagarla padu,2018-06-28,Ivan Banda-Chavez,ATTRACT Farm,130,80.5
1952,Cashewnut,136,Peddagarla padu,NA,Lundyn Bell,ATTRACT Farm,130,4
1953,Cashewnut,136,Peddagarla padu,NA,Janeah Lee,ATTRACT Farm,130,9.5
1954,Cashewnut,136,Peddagarla padu,NA,Ariana Pierce,ATTRACT Farm,130,32
1955,Cashewnut,136,Peddagarla padu,NA,Ian Barnes,ATTRACT Farm,130,87.5
1956,Cashewnut,136,Peddagarla padu,NA,Morgan Westbrook,ATTRACT Farm,130,4
1957,Cashewnut,136,Peddagarla padu,NA,Michaela Ashtakala,ATTRACT Farm,130,151.5
1958,Cashewnut,136,Peddagarla padu,NA,Samantha Wright,ATTRACT Farm,130,120.5
1959,Cashewnut,136,Peddagarla padu,NA,Alejandro Begay,ATTRACT Farm,130,339
1960,Cashewnut,136,Peddagarla padu,NA,Rafeeqa el-Jamal,ATTRACT Farm,130,166.5
1961,Cashewnut,136,Peddagarla padu,NA,Jordan Gillette,ATTRACT Farm,130,67
1962,Cashewnut,136,Peddagarla padu,NA,Kori Macon,ATTRACT Farm,130,135.5
1963,Cashewnut,136,Peddagarla padu,NA,Faseeha al-Odeh,ATTRACT Farm,130,71.5
1964,Cashewnut,136,Peddagarla padu,NA,Haifaaa el-Mona,ATTRACT Farm,130,6.5
1965,Cashewnut,136,Peddagarla padu,NA,Jonathan Dumler,ATTRACT Farm,130,193
1966,Cashewnut,136,Peddagarla padu,NA,Elena Exum,ATTRACT Farm,130,50.5
1967,Cashewnut,136,Peddagarla padu,NA,Rolando Fresquez,ATTRACT Farm,130,344
1969,Cashewnut,135,CHINNAGARLAPADU,NA,Maihao Kubit,ATTRACT Farm,130,22
1970,Cashewnut,135,CHINNAGARLAPADU,NA,Jeremy Watson,ATTRACT Farm,130,34.5
1971,Cashewnut,135,CHINNAGARLAPADU,NA,Theo Jones,ATTRACT Farm,130,12.5
1972,Cashewnut,135,CHINNAGARLAPADU,NA,Rockelle Danner,ATTRACT Farm,130,6.5
1973,Cashewnut,132.5,Cheedipalem,NA,Tareefa al-Naqvi,ATTRACT Farm,130,7
1974,Cashewnut,133,Nadivedhi,2018-06-28,Melissa Lucero,ATTRACT Farm,131,35
1975,Cashewnut,125,Pandrapottipalem,NA,Hannah Batra,ATTRACT Farm,122,36
1976,Cashewnut,125,Pandrapottipalem,NA,Sabrina Perez,ATTRACT Farm,122,10
